player,nationality,position,team,comp_level,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Tosin Aiyegun,BEN,"MF,FW",Lorient,Ligue 1,25,1998,10.0,0,1,0,13,16,3,8,2,4,1.0,0.0,0,33.0,6.0,10.0,37.5
Kristoffer Ajer,NOR,DF,Brentford,Premier League,25,1998,20.4,5,0,0,25,10,1,22,25,21,0.0,0.0,0,60.0,63.0,23.0,73.3
Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,29,1994,15.1,4,0,0,28,15,5,3,4,2,0.0,0.0,0,49.0,78.0,91.0,46.2
Manuel Akanji,SUI,"DF,MF",Manchester City,Premier League,28,1995,27.9,4,1,1,17,19,0,9,23,28,0.0,0.0,0,142.0,27.0,27.0,50.0
Marley Aké,FRA,FW,Udinese,Serie A,22,2001,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0
Nathan Aké,NED,DF,Manchester City,Premier League,28,1995,22.7,0,0,0,10,18,0,11,14,16,0.0,0.0,0,119.0,46.0,28.0,62.2
Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,19,2004,16.8,4,0,0,41,35,4,29,13,21,0.0,0.0,0,70.0,3.0,7.0,30.0
Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,18.6,2,0,0,18,17,1,57,10,15,0.0,2.0,0,99.0,10.0,15.0,40.0
Sergio Akieme,ESP,DF,Reims,Ligue 1,25,1997,9.1,2,0,0,17,10,0,21,10,5,0.0,0.0,0,40.0,6.0,4.0,60.0
Ebenezer Akinsanmiro,NGA,MF,Inter,Serie A,18,2004,0.2,0,0,0,0,3,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Maghnes Akliouche,FRA,"MF,FW",Monaco,Ligue 1,21,2002,17.9,5,0,0,33,31,1,54,9,23,0.0,0.0,0,110.0,4.0,19.0,17.4
Paul Akouokou,CIV,MF,Betis,La Liga,25,1997,0.3,0,0,0,1,1,0,0,1,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Paul Akouokou,CIV,MF,Lyon,Ligue 1,25,1997,3.4,1,0,0,9,3,0,0,6,9,0.0,0.0,0,25.0,8.0,5.0,61.5
Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,30,1992,7.8,5,0,0,15,5,0,1,12,11,0.0,1.0,0,29.0,5.0,7.0,41.7
David Akpan Ankeye,NGA,FW,Genoa,Serie A,21,2002,0.6,0,0,0,2,1,0,1,0,0,0.0,0.0,0,4.0,0.0,1.0,0.0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,28,1995,12.2,7,0,0,15,14,0,4,18,18,0.0,1.0,0,60.0,25.0,21.0,54.3
David Alaba,AUT,DF,Real Madrid,La Liga,31,1992,12.8,2,0,0,4,0,0,17,15,9,0.0,0.0,1,63.0,10.0,9.0,52.6
Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,25.7,7,0,0,16,23,6,150,7,20,0.0,0.0,0,140.0,10.0,19.0,34.5
Raúl Albiol,ESP,DF,Villarreal,La Liga,37,1985,22.6,6,0,0,21,8,1,0,16,14,0.0,0.0,0,75.0,46.0,29.0,61.3
Thiago Alcántara,ESP,MF,Liverpool,Premier League,32,1991,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Carlos Alcaraz,ARG,MF,Juventus,Serie A,20,2002,4.2,0,0,0,5,5,0,1,5,6,0.0,0.0,0,17.0,2.0,9.0,18.2
Rubén Alcaraz,ESP,MF,Cádiz,La Liga,32,1991,34.8,14,0,0,84,71,1,36,33,59,0.0,0.0,0,234.0,47.0,49.0,49.0
Omar Alderete,PAR,DF,Getafe,La Liga,26,1996,24.4,8,1,0,34,11,2,5,13,21,0.0,0.0,0,107.0,55.0,45.0,55.0
Iván Alejo,ESP,MF,Cádiz,La Liga,28,1995,18.8,17,0,0,49,49,9,151,7,23,0.0,1.0,0,87.0,15.0,18.0,45.5
Carles Aleñá,ESP,MF,Getafe,La Liga,25,1998,11.3,6,0,0,22,18,3,33,4,8,0.0,0.0,0,53.0,11.0,19.0,36.7
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,23.9,6,0,0,9,9,2,168,31,26,0.0,0.0,0,176.0,8.0,6.0,57.1
Aboubacar Ali,FRA,"MF,FW",Strasbourg,Ligue 1,17,2006,1.4,0,0,0,4,1,0,6,1,0,0.0,0.0,0,5.0,1.0,5.0,16.7
Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,La Liga,19,2004,2.8,0,0,0,5,6,3,11,1,3,0.0,0.0,0,16.0,3.0,6.0,33.3
Mohamed Ali Cho,FRA,FW,Nice,Ligue 1,19,2004,9.6,2,0,0,17,22,3,44,3,9,1.0,1.0,0,30.0,5.0,12.0,29.4
Faride Alidou,GER,"FW,MF",Köln,Bundesliga,22,2001,14.2,4,0,0,21,23,3,39,8,4,1.0,1.0,0,57.0,18.0,28.0,39.1
Nabil Alioui,FRA,"MF,FW",Le Havre,Ligue 1,24,1999,11.2,1,0,0,10,20,5,54,3,2,0.0,0.0,0,36.0,10.0,10.0,50.0
Alisson,BRA,GK,Liverpool,Premier League,30,1992,28.0,1,0,0,1,5,0,0,0,0,0.0,0.0,0,36.0,6.0,2.0,75.0
Tadeo Allende,ARG,"MF,FW",Celta Vigo,La Liga,24,1999,3.7,1,0,0,2,3,3,10,3,1,0.0,0.0,0,19.0,5.0,4.0,55.6
Jim Allevinah,GAB,"MF,DF",Clermont Foot,Ligue 1,28,1995,20.7,1,0,0,15,26,1,47,13,18,0.0,0.0,0,100.0,16.0,26.0,38.1
Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,La Liga,23,2000,10.7,0,0,0,12,20,1,18,6,15,0.0,0.0,0,43.0,4.0,15.0,21.1
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,29,1994,21.5,2,0,0,16,22,10,24,10,24,0.0,0.0,0,97.0,6.0,7.0,46.2
Pontus Almqvist,SWE,"FW,MF",Lecce,Serie A,24,1999,23.4,5,0,0,29,35,1,21,14,29,2.0,0.0,0,69.0,14.0,22.0,38.9
Marcos Alonso,ESP,DF,Barcelona,La Liga,32,1990,2.8,0,0,0,7,6,0,15,4,3,0.0,0.0,0,14.0,2.0,4.0,33.3
Adrià Altimira,ESP,"DF,MF",Villarreal,La Liga,22,2001,8.6,3,0,0,12,4,0,5,5,7,0.0,1.0,0,42.0,2.0,7.0,22.2
Sergi Altimira,ESP,MF,Betis,La Liga,21,2001,6.3,1,0,0,8,8,0,1,9,8,0.0,0.0,0,41.0,2.0,4.0,33.3
Edson Álvarez,MEX,MF,West Ham,Premier League,25,1997,26.4,11,0,0,33,15,1,4,42,39,0.0,1.0,0,164.0,30.0,34.0,46.9
Gastón Álvarez,URU,DF,Getafe,La Liga,23,2000,28.2,7,0,0,43,10,1,25,35,37,0.0,0.0,0,132.0,51.0,30.0,63.0
Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,20,2003,8.5,1,0,0,9,9,1,22,5,9,0.0,0.0,0,47.0,5.0,6.0,45.5
Julián Álvarez,ARG,"MF,FW",Manchester City,Premier League,23,2000,29.4,2,0,0,23,13,2,137,2,13,2.0,0.0,0,98.0,4.0,24.0,14.3
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,28,1995,12.8,1,1,0,15,14,0,1,11,9,0.0,0.0,0,68.0,43.0,15.0,74.1
Skelly Alvero,FRA,MF,Lyon,Ligue 1,21,2002,4.7,2,0,0,12,3,0,2,2,7,0.0,1.0,0,20.0,9.0,7.0,56.3
Skelly Alvero,FRA,MF,Werder Bremen,Bundesliga,21,2002,1.4,1,0,0,2,3,0,0,1,4,0.0,0.0,0,9.0,6.0,1.0,85.7
Papa Amadou Diallo,SEN,FW,Metz,Ligue 1,19,2004,9.9,1,0,0,10,11,4,14,11,8,0.0,0.0,0,59.0,30.0,36.0,45.5
Selim Amallah,MAR,"FW,MF",Valencia,La Liga,26,1996,6.7,5,1,1,21,24,1,4,11,12,0.0,0.0,0,36.0,11.0,15.0,42.3
Amath,SEN,"FW,MF",Mallorca,La Liga,27,1996,4.4,2,0,0,10,7,4,7,3,6,1.0,0.0,0,21.0,6.0,5.0,54.5
Lorenzo Amatucci,ITA,MF,Fiorentina,Serie A,19,2004,0.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0
Jordan Amavi,FRA,DF,Brest,Ligue 1,29,1994,1.0,1,0,0,2,0,0,1,3,1,0.0,0.0,0,7.0,1.0,0.0,100.0
Zeki Amdouni,SUI,FW,Burnley,Premier League,22,2000,21.7,2,0,0,22,39,2,8,9,18,1.0,0.0,0,79.0,15.0,56.0,21.1
Kelvin Amian,FRA,DF,Nantes,Ligue 1,25,1998,8.9,2,0,0,13,3,0,14,7,7,0.0,0.0,0,19.0,6.0,4.0,60.0
Bruno Amione,ARG,DF,Hellas Verona,Serie A,21,2002,6.4,2,0,0,10,6,0,1,9,3,0.0,0.0,0,39.0,19.0,10.0,65.5
Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,27,1996,11.1,3,0,0,10,10,6,16,11,11,0.0,0.0,0,60.0,15.0,11.0,57.7
Nadiem Amiri,GER,MF,Mainz 05,Bundesliga,26,1996,14.6,5,0,0,11,32,1,126,14,14,0.0,0.0,0,93.0,10.0,5.0,66.7
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,26,1996,1.0,0,0,0,1,3,0,1,0,2,0.0,0.0,0,8.0,0.0,0.0,0.0
Kofi Amoako,GER,MF,Wolfsburg,Bundesliga,18,2005,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,Premier League,26,1996,10.4,6,0,0,24,10,0,7,8,16,0.0,0.0,0,60.0,5.0,6.0,45.5
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,27,1996,37.9,7,0,0,43,23,1,31,41,35,0.0,0.0,0,193.0,89.0,46.0,65.9
Elliot Anderson,SCO,"MF,FW",Newcastle Utd,Premier League,20,2002,11.4,3,0,0,21,19,1,19,8,18,0.0,0.0,0,60.0,19.0,12.0,61.3
Felipe Anderson,BRA,"FW,MF",Lazio,Serie A,30,1993,30.8,3,0,0,30,36,4,57,27,45,0.0,0.0,0,139.0,15.0,16.0,48.4
Benjamin André,FRA,MF,Lille,Ligue 1,32,1990,28.6,8,0,0,51,43,1,19,35,49,0.0,0.0,0,195.0,78.0,56.0,58.2
Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,28,1995,1.9,0,0,0,2,2,1,1,0,1,0.0,0.0,0,4.0,2.0,8.0,20.0
Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,28,1994,18.8,4,0,0,23,14,0,14,20,18,0.0,0.0,0,122.0,20.0,22.0,47.6
Miguel Ángel Rubio,ESP,DF,Granada,La Liga,25,1998,17.3,5,0,0,20,11,1,0,28,12,0.0,0.0,0,77.0,58.0,30.0,65.9
Angeliño,ESP,DF,Roma,Serie A,26,1997,12.7,2,0,0,13,10,1,53,12,11,0.0,0.0,1,55.0,15.0,9.0,62.5
Fabrizio Angileri,ARG,"DF,MF",Getafe,La Liga,29,1994,1.8,2,1,0,1,1,0,8,4,1,0.0,0.0,0,15.0,6.0,5.0,54.5
Jaidon Anthony,ENG,FW,Bournemouth,Premier League,23,1999,1.7,1,0,0,4,2,2,2,1,1,0.0,0.0,0,11.0,1.0,3.0,25.0
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,27,1996,32.1,7,0,0,25,26,0,14,40,25,1.0,1.0,1,203.0,79.0,42.0,65.3
Michail Antonio,JAM,FW,West Ham,Premier League,33,1990,18.8,6,0,0,25,28,9,27,4,8,0.0,0.0,0,55.0,33.0,53.0,38.4
Antony,BRA,FW,Manchester Utd,Premier League,23,2000,14.7,5,0,0,19,32,2,16,12,21,1.0,1.0,0,96.0,2.0,21.0,8.7
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29,1994,13.5,5,0,0,13,17,18,55,2,12,0.0,0.0,0,53.0,11.0,22.0,33.3
Houssem Aouar,ALG,"MF,FW",Roma,Serie A,25,1998,8.4,3,0,0,10,11,3,10,4,11,0.0,0.0,0,39.0,10.0,11.0,47.6
Stredair Appuah,FRA,"FW,MF",Nantes,Ligue 1,19,2004,0.9,0,0,0,1,0,0,2,1,0,0.0,0.0,0,4.0,1.0,0.0,100.0
Mauro Arambarri,URU,MF,Getafe,La Liga,27,1995,3.8,2,0,0,18,3,0,6,2,2,0.0,0.0,0,27.0,5.0,8.0,38.5
Jon Aramburu,VEN,DF,Real Sociedad,La Liga,21,2002,6.0,3,0,0,11,5,0,7,7,15,0.0,0.0,0,24.0,7.0,7.0,50.0
Asaf Arania,ISR,MF,Darmstadt 98,Bundesliga,17,2005,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Julian Araujo,MEX,DF,Las Palmas,La Liga,21,2001,16.2,5,0,0,13,9,2,23,10,22,0.0,0.0,0,81.0,29.0,21.0,58.0
Ronald Araújo,URU,DF,Barcelona,La Liga,24,1999,22.2,6,0,0,25,9,0,8,12,22,0.0,1.0,0,102.0,60.0,22.0,73.2
Oliver Arblaster,ENG,MF,Sheffield Utd,Premier League,19,2004,10.5,2,0,0,10,12,0,7,15,14,0.0,0.0,1,52.0,9.0,15.0,37.5
Cameron Archer,ENG,"FW,MF",Sheffield Utd,Premier League,22,2001,20.4,1,0,0,14,20,13,5,1,13,0.0,0.0,0,62.0,7.0,42.0,14.3
Cameron Archer,ENG,MF,Aston Villa,Premier League,22,2001,0.1,1,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Alphonse Areola,FRA,GK,West Ham,Premier League,30,1993,30.0,1,0,0,2,3,0,0,1,1,0.0,2.0,1,15.0,10.0,1.0,90.9
Adu Ares,ESP,FW,Athletic Club,La Liga,21,2001,2.9,2,0,0,5,12,1,11,1,4,0.0,0.0,0,15.0,1.0,3.0,25.0
Jesús Areso,ESP,DF,Osasuna,La Liga,24,1999,29.6,3,0,0,30,20,3,110,18,24,0.0,0.0,0,130.0,28.0,21.0,57.1
Simone Aresti,ITA,GK,Cagliari,Serie A,37,1986,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Matias Arezo,URU,FW,Granada,La Liga,20,2002,4.1,1,0,0,6,1,8,4,1,3,0.0,0.0,0,13.0,11.0,17.0,39.3
Iñigo Arguibide,ESP,DF,Osasuna,La Liga,18,2005,0.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0
Yoël Armougom,FRA,"DF,MF",Clermont Foot,Ligue 1,25,1998,2.6,1,0,0,1,3,0,14,1,3,0.0,0.0,0,6.0,2.0,3.0,40.0
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28,1995,10.3,3,0,0,8,19,3,46,3,8,0.0,0.0,0,39.0,11.0,14.0,44.0
Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,14.3,5,0,0,15,28,1,7,3,8,0.0,0.0,0,48.0,1.0,8.0,11.1
Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,8.9,0,0,0,11,15,8,7,5,4,0.0,0.0,0,17.0,4.0,7.0,36.4
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,27.8,9,0,0,37,46,0,110,24,31,0.0,0.0,0,174.0,14.0,30.0,31.8
Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0
Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,22.7,1,0,0,14,42,1,60,16,17,0.0,0.0,0,91.0,19.0,24.0,44.2
Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,13.3,1,0,0,0,2,0,0,0,0,0.0,0.0,0,17.0,2.0,0.0,100.0
Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,2.0,0,0,0,2,0,0,7,0,3,0.0,0.0,0,10.0,2.0,3.0,40.0
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,22.1,2,0,0,15,22,23,37,4,6,0.0,0.0,0,74.0,15.0,52.0,22.4
Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,12.4,0,0,0,8,10,0,52,5,10,0.0,0.0,0,43.0,2.0,3.0,40.0
Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,8.7,1,0,0,4,19,0,35,11,2,0.0,0.0,0,57.0,4.0,7.0,36.4
Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,9.4,2,0,0,18,22,4,19,6,9,1.0,1.0,0,32.0,17.0,15.0,53.1
Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,30.1,6,1,0,19,59,12,149,10,6,1.0,0.0,0,99.0,7.0,30.0,18.9
Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,13.7,5,1,1,33,16,1,29,19,17,0.0,2.0,0,67.0,13.0,17.0,43.3
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,11.2,4,0,0,22,15,1,22,9,12,1.0,0.0,0,67.0,11.0,17.0,39.3
Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,4.0,2,0,0,3,4,0,6,4,3,0.0,0.0,0,28.0,2.0,2.0,50.0
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,6.2,0,0,0,19,8,0,5,6,13,0.0,0.0,0,28.0,8.0,12.0,40.0
Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,10.3,0,0,0,18,12,4,10,10,14,0.0,0.0,0,54.0,11.0,19.0,36.7
Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34.0,0,0,0,0,3,0,0,0,0,0.0,0.0,0,62.0,7.0,0.0,100.0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,29.1,4,0,0,9,20,21,42,9,14,0.0,0.0,0,67.0,26.0,39.0,40.0
Emil Audero,ITA,GK,Inter,Serie A,26,1997,3.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0
Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,26.9,5,0,0,15,14,1,153,17,19,0.0,0.0,0,147.0,34.0,28.0,54.8
Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,19.2,1,0,0,17,6,1,40,16,21,0.0,0.0,0,74.0,59.0,26.0,69.4
Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,10.0,0,0,0,6,11,2,5,5,6,0.0,0.0,0,37.0,18.0,17.0,51.4
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,9.3,2,0,0,8,9,0,22,9,14,0.0,0.0,0,50.0,30.0,20.0,60.0
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,9.6,3,2,0,8,20,4,79,4,2,0.0,0.0,0,37.0,10.0,20.0,33.3
Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,3.3,4,1,1,3,12,0,12,1,1,0.0,0.0,0,9.0,4.0,5.0,44.4
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,11.6,2,0,0,9,16,13,1,1,7,0.0,0.0,0,33.0,21.0,48.0,30.4
André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,12.3,2,1,0,15,26,4,4,2,11,0.0,0.0,0,40.0,44.0,62.0,41.5
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28.3,9,1,1,46,94,7,97,16,36,0.0,0.0,0,155.0,33.0,61.0,35.1
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,2001,17.4,1,0,0,21,40,1,7,32,20,1.0,0.0,0,94.0,15.0,16.0,48.4
Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,6.5,4,0,0,8,11,2,2,3,5,2.0,0.0,0,19.0,13.0,15.0,46.4
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,15.8,4,0,0,29,12,0,11,16,14,0.0,0.0,0,72.0,21.0,23.0,47.7
Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,1,0,0,5,4,4,48,16,11,0.0,0.0,0,59.0,13.0,11.0,54.2
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,6.1,4,0,0,14,7,1,2,6,7,0.0,0.0,0,37.0,5.0,11.0,31.3
Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0
Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,15.9,5,0,0,29,34,0,4,11,26,0.0,1.0,0,123.0,30.0,17.0,63.8
Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1.0,0,0,0,2,0,0,0,0,2,0.0,0.0,0,4.0,3.0,1.0,75.0
Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,0,0,0,5,4,1,13,0,8,0.0,0.0,0,18.0,5.0,6.0,45.5
Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,0,0,0,2,2,0,4,3,1,0.0,0.0,0,6.0,1.0,2.0,33.3
Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,25.3,5,1,0,24,10,1,2,38,41,0.0,0.0,0,151.0,76.0,38.0,66.7
Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,28.2,6,0,0,24,14,0,14,50,27,0.0,0.0,0,177.0,12.0,13.0,48.0
Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20.0,1,0,0,17,41,1,32,25,25,0.0,0.0,0,121.0,11.0,17.0,39.3
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,14.9,3,0,0,17,6,1,2,18,15,0.0,1.0,1,82.0,28.0,22.0,56.0
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,11,1,0,52,57,8,175,13,21,1.0,1.0,0,116.0,8.0,12.0,40.0
Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,1,0,0,6,15,5,24,4,1,1.0,0.0,0,29.0,4.0,5.0,44.4
Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,23.0,5,0,0,26,26,11,75,9,7,0.0,0.0,0,107.0,14.0,24.0,36.8
Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,9.3,4,0,0,6,5,0,0,9,3,0.0,0.0,1,51.0,15.0,7.0,68.2
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,0.3,0,0,0,1,2,0,0,0,1,0.0,0.0,0,2.0,0.0,0.0,0.0
Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,0,0,0,12,6,3,78,6,6,0.0,0.0,0,57.0,2.0,11.0,15.4
Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,2.2,1,0,0,4,3,3,0,0,0,0.0,0.0,0,4.0,3.0,7.0,30.0
Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,14.6,5,0,0,25,23,2,1,26,17,0.0,0.0,0,94.0,24.0,17.0,58.5
Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,4.2,1,0,0,4,4,1,13,3,3,0.0,0.0,0,30.0,4.0,1.0,80.0
Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,4,0,0,24,35,3,54,21,20,0.0,0.0,0,124.0,21.0,27.0,43.8
Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,4,1,0,32,75,3,155,20,22,0.0,0.0,0,114.0,12.0,22.0,35.3
Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,1,0,0,4,16,2,16,2,2,0.0,0.0,0,27.0,1.0,6.0,14.3
Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,5.8,2,0,0,7,14,1,7,0,5,0.0,0.0,0,20.0,0.0,2.0,0.0
Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,15.3,1,0,0,9,18,4,37,5,11,0.0,0.0,0,67.0,12.0,13.0,48.0
George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,4,0,0,19,14,1,18,10,10,1.0,0.0,0,44.0,13.0,13.0,50.0
Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,14.7,7,0,0,40,27,0,0,18,20,0.0,0.0,0,95.0,24.0,9.0,72.7
Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,0.7,0,0,0,2,2,0,0,2,2,0.0,0.0,0,2.0,0.0,0.0,0.0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,25.2,6,1,1,25,23,1,2,51,50,1.0,0.0,0,167.0,57.0,36.0,61.3
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,4,0,0,41,30,8,68,29,31,0.0,0.0,0,127.0,30.0,27.0,52.6
Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,1,0,0,4,2,0,4,3,2,0.0,0.0,0,6.0,0.0,2.0,0.0
Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,18.8,1,0,0,31,35,14,7,3,4,1.0,0.0,0,48.0,8.0,33.0,19.5
Jonathan Bamba,CIV,"MF,FW",Celta Vigo,La Liga,27,1996,22.0,0,0,0,15,65,7,50,18,9,0.0,0.0,0,101.0,7.0,22.0,24.1
Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21,2001,12.6,3,0,0,22,14,11,2,2,9,0.0,0.0,0,35.0,23.0,29.0,44.2
Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,0.5,0,0,0,1,1,0,4,0,1,0.0,0.0,0,1.0,0.0,0.0,0.0
Lameck Banda,ZAM,FW,Lecce,Serie A,22,2001,15.0,5,1,0,32,30,9,51,3,23,0.0,0.0,0,82.0,9.0,16.0,36.0
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,23,2000,5.0,2,0,0,5,3,0,7,3,5,0.0,0.0,0,34.0,4.0,12.0,25.0
Mamady Bangré,BFA,"FW,MF",Toulouse,Ligue 1,22,2001,1.1,2,0,0,3,0,1,4,4,2,0.0,0.0,0,12.0,1.0,3.0,25.0
Mattia Bani,ITA,DF,Genoa,Serie A,29,1993,25.6,9,0,0,21,28,2,1,22,10,0.0,0.0,0,98.0,49.0,42.0,53.8
Léo Baptistão,BRA,FW,Almería,La Liga,30,1992,20.4,6,1,0,21,29,13,27,11,16,0.0,0.0,0,85.0,48.0,70.0,40.7
Shandon Baptiste,GRN,MF,Brentford,Premier League,25,1998,2.5,1,0,0,3,0,0,3,3,4,0.0,0.0,0,17.0,3.0,6.0,33.3
Antonín Barák,CZE,"MF,FW",Fiorentina,Serie A,28,1994,9.0,2,0,0,8,7,1,4,2,2,0.0,0.0,0,35.0,13.0,22.0,37.1
